h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,health_insurance,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,census_msa,household_adults,household_children,employment_industry,employment_occupation
3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,3,4,3,0,1,0,1,3,1,1.0,0.0,0,0
3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,2,4,3,0,1,2,1,3,0,0.0,1.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2,4,3,1,1,2,1,0,0,2.0,0.0,3,10
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,2,1,3,1,0,2,1,2,0,0.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1,2,3,0,1,0,1,0,1,0.0,0.0,5,3
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,3,4,3,1,0,2,1,2,0,1.0,0.0,0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2,4,3,1,1,2,1,0,0,0.0,3.0,21,18
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1,2,3,0,1,0,1,2,0,1.0,3.0,0,0
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,4,2,3,1,0,0,1,2,1,1.0,0.0,0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,1,0,3,1,0,0,1,0,2,1.0,1.0,20,14
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,3,4,3,0,0,2,1,0,1,0.0,0.0,9,11
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4,2,2,0,0,0,1,2,1,1.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,4,0,3,1,0,2,1,2,2,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,2,4,2,1,1,2,2,0,2,1.0,1.0,20,14
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,4,0,3,0,0,2,1,2,2,0.0,0.0,0,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3,2,0,0,0,0,1,0,2,2.0,0.0,19,6
1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,4,0,3,0,0,2,2,2,0,0.0,0.0,0,0
2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3,2,3,0,0,2,2,0,1,0.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,3,4,3,0,0,0,1,0,1,1.0,0.0,5,11
3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0,2,1,1,3,2,2,2,0,0.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,0,4,3,1,3,0,1,0,0,1.0,2.0,3,10
3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,2.0,4,1,2,0,2,2,0,2,2,1.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,3,0,2,0,1,0,1,0,0,1.0,0.0,7,11
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,0,4,1,0,1,2,2,0,0,1.0,0.0,13,20
2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,0,3,1,1,3,1,0,1,1,0.0,3.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,2,4,3,1,1,0,1,1,1,0.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,3,1,0,0,0,2,2,2,0,0.0,0.0,0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,0,0,3,0,2,0,2,0,0,1.0,3.0,3,11
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3,4,3,1,0,0,1,2,0,1.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,4,0,2,0,3,2,0,2,2,0.0,0.0,0,0
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,2,2,3,0,0,2,1,0,1,0.0,0.0,7,17
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4,3,3,1,3,1,0,1,2,1.0,0.0,0,0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,4,0,3,0,0,2,1,2,0,0.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2,2,3,1,1,0,1,0,0,2.0,0.0,2,22
2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,1,3,3,1,3,1,0,1,0,1.0,2.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1,4,1,0,0,0,1,0,2,1.0,1.0,5,11
1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,0,2,2,0,1,0,1,0,0,1.0,0.0,5,3
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1,2,3,1,0,2,2,0,0,2.0,0.0,7,17
1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,1,3,3,0,3,1,0,1,1,0.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,3,2,3,1,1,0,1,0,0,1.0,0.0,11,9
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,2,2,3,1,0,0,1,0,0,1.0,2.0,9,8
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3,2,3,1,1,0,1,2,2,3.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,4,0,0,0,2,2,1,2,2,0.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,1.0,4,0,3,0,0,0,0,0,2,3.0,0.0,18,11
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,0,0,3,0,0,2,2,2,0,0.0,0.0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4,4,2,0,0,2,1,2,2,1.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,3,4,3,1,1,0,1,2,0,1.0,0.0,0,0
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,2,4,3,0,0,0,1,0,0,1.0,0.0,1,15
2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0,2,3,0,1,0,2,2,0,1.0,3.0,0,0
3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,1,2,3,0,1,0,1,3,1,1.0,1.0,0,0
1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,3,2,3,0,1,0,1,0,1,1.0,0.0,9,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,4,1,3,1,0,0,2,2,1,1.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,4,2,3,0,0,0,1,2,1,1.0,0.0,0,0
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0,4,3,0,2,0,1,2,2,1.0,3.0,0,0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,0,0,0,1,2,2,1,2,2,2.0,0.0,0,0
3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,5.0,1,4,1,0,0,0,2,2,1,1.0,1.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,2,2,3,0,1,0,1,0,0,2.0,0.0,5,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2,4,3,1,1,0,2,0,0,0.0,3.0,21,18
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,4,3,3,0,3,1,0,1,2,1.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,3,0,3,1,3,0,1,2,0,3.0,0.0,0,0
2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,1,4,3,1,0,0,1,0,2,1.0,2.0,13,21
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,3,2,3,0,0,0,1,0,2,2.0,0.0,19,6
2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,0,3,3,0,3,1,0,1,1,1.0,1.0,0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0,0,3,1,0,2,1,2,2,2.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,4,0,3,0,0,2,1,3,0,1.0,0.0,0,0
0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,4,2,3,0,0,2,1,2,2,0.0,0.0,0,0
3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,2,2,3,1,0,0,1,0,2,1.0,1.0,17,15
1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,3,2,0,1,0,0,1,0,0,1.0,1.0,5,22
0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,4.0,3,2,3,0,0,0,1,2,1,1.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1,4,3,0,0,0,1,2,1,3.0,1.0,0,0
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,3,0,3,1,3,2,1,0,0,0.0,0.0,18,8
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1,0,3,1,0,2,2,0,1,0.0,0.0,13,20
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,0,0,2,0,0,2,2,2,1,0.0,0.0,0,0
1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,4,3,0,0,2,1,2,0,0.0,0.0,0,0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,4,3,3,1,3,1,1,2,1,0.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,3,0,3,0,0,2,2,0,1,0.0,0.0,9,8
3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0,0,1,1,2,0,2,3,0,1.0,3.0,0,0
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,4,0,2,1,0,2,1,2,0,1.0,0.0,0,0
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,4,0,3,0,0,2,2,2,0,0.0,0.0,0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3,3,3,0,3,1,0,1,2,3.0,3.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,4,0,0,0,2,2,1,2,0,2.0,0.0,0,0
0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,3,2,3,1,1,0,1,0,0,1.0,0.0,7,22
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0,0,1,0,0,2,2,0,1,1.0,0.0,19,17
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3,2,3,0,1,0,1,0,2,1.0,1.0,19,6
3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4,0,3,0,0,0,1,3,0,1.0,0.0,0,0
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,0,4,3,1,3,2,0,1,0,1.0,2.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0,0,2,0,2,2,2,0,1,2.0,0.0,20,11
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,3,2,3,0,0,0,1,2,2,2.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,3,2,3,1,1,0,1,0,2,2.0,0.0,2,22
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1,2,3,0,1,2,1,2,0,0.0,2.0,0,0
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,0,0,0,2,2,2,0,2,1.0,1.0,5,7
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,4,1,3,0,0,2,1,2,2,0.0,0.0,0,0
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,3,0,2,0,0,0,1,0,0,2.0,3.0,13,23
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1,4,3,1,0,2,2,0,1,1.0,1.0,19,6
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2,2,3,0,1,0,1,0,0,1.0,2.0,19,22
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,1,4,3,0,0,0,2,2,0,1.0,3.0,0,0
1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1,2,3,1,1,0,1,0,0,1.0,3.0,5,3
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,2,2,3,1,1,0,1,0,0,1.0,1.0,19,6
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,4,2,3,1,0,2,1,2,0,0.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,3,2,3,0,3,2,1,2,0,0.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,2,2,3,1,0,2,1,0,1,0.0,0.0,9,22
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,3,2,3,0,1,2,1,0,1,0.0,0.0,2,9
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,4,4,3,0,3,2,1,2,0,0.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,1,1,3,0,0,0,1,2,0,2.0,0.0,0,0
3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,1.0,4,1,1,0,3,2,2,2,1,0.0,0.0,0,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,2,4,3,0,1,0,1,0,1,1.0,2.0,19,6
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0,3,3,1,3,1,0,1,1,1.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2,3,3,1,1,2,1,0,0,1.0,0.0,2,22
3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,5.0,3,4,1,0,2,2,2,2,1,1.0,0.0,0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,4,2,3,1,0,0,1,2,0,1.0,0.0,0,0
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,2.0,1,2,1,0,1,0,1,0,0,1.0,2.0,7,8
2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,4,4,3,0,0,2,2,2,0,0.0,0.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,0,3,3,0,3,2,1,2,0,3.0,2.0,0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,3,4,3,1,0,2,1,2,2,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2,4,3,0,0,2,2,0,0,1.0,0.0,5,3
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3,1,0,0,0,0,1,0,2,1.0,1.0,0,21
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1,4,2,1,0,2,2,2,0,1.0,1.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,1,2,3,0,0,0,1,2,2,1.0,1.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,3,2,2,0,1,2,1,0,1,1.0,0.0,7,22
3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,1,2,3,0,1,0,1,0,0,2.0,1.0,19,6
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1,2,3,0,0,2,1,0,0,0.0,1.0,5,3
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1,0,3,1,2,2,1,0,2,0.0,0.0,16,19
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,3,2,3,1,1,0,1,0,1,1.0,0.0,0,22
2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,3,1,3,0,1,0,1,2,0,1.0,0.0,0,0
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,4.0,4,0,3,1,0,0,0,1,1,2.0,0.0,0,0
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1,1,3,1,2,0,2,0,1,1.0,2.0,2,21
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,2,0,3,0,0,0,1,2,2,1.0,1.0,0,0
0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,1,1,3,0,2,2,2,3,2,1.0,2.0,0,0
3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,4,0,3,0,1,0,1,2,2,1.0,0.0,0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0,3,3,0,3,1,0,1,0,1.0,1.0,0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1,0,3,0,1,0,1,0,2,2.0,1.0,9,11
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,0,2,3,1,0,0,1,2,1,1.0,1.0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,4,2,3,1,0,2,1,2,2,0.0,1.0,0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2,4,3,0,0,2,1,0,1,0.0,0.0,1,11
2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,4,2,3,0,0,2,1,2,1,0.0,0.0,0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,3,2,3,1,0,0,1,0,0,1.0,0.0,2,8
3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4,1,0,0,3,2,0,1,2,2.0,0.0,0,0
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,3,2,3,0,3,2,1,0,0,0.0,0.0,13,20
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,2.0,2,4,0,0,0,2,1,0,1,0.0,0.0,5,3
1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,3,2,3,0,0,2,1,0,2,0.0,0.0,19,22
